,company_country,company_revenue,company_name
2566,Hong Kong,4250000000.0,SJM Holdings
2567,Germany,4240000000.0,Thyssenkrupp
2568,New Zealand,4240000000.0,Mainfreight
2569,Canada,4240000000.0,B2Gold
2570,USA,4240000000.0,ASGN
2571,USA,4230000000.0,Hancock Whitney
2572,Austria,4230000000.0,A1 Telekom Austria
2573,USA,4220000000.0,Azenta
2574,Austria,4220000000.0,Strabag
2575,Canada,4220000000.0,Topicus
2576,USA,4210000000.0,National Beverage
2577,USA,4200000000.0,Allegheny Technologies
2578,UK,4200000000.0,Janus Henderson
2579,USA,4200000000.0,PNM Resources
2580,Norway,4200000000.0,Schibsted
2581,China,4200000000.0,Zhejiang Century Huatong
2582,China,4200000000.0,Leapmotor
2583,Japan,4190000000.0,Asahi Intecc
2584,S. Arabia,4190000000.0,Bank AlJazira
2585,Indonesia,4190000000.0,Bank Mega
2586,USA,4190000000.0,Ryder
2587,Germany,4180000000.0,Fraport
2588,USA,4180000000.0,Herc Holdings
2589,Hungary,4170000000.0,Richter Gedeon
2590,USA,4170000000.0,CLEAR Secure
2591,Italy,4170000000.0,Hera Group
2592,France,4160000000.0,Wendel
2593,USA,4160000000.0,Phillips Edison & Company
2594,USA,4160000000.0,Sallie Mae
2595,Turkey,4160000000.0,VakÄ±fBank
2596,USA,4150000000.0,Premier
2597,USA,4150000000.0,Peabody Energy
2598,USA,4150000000.0,Cable One
2599,USA,4150000000.0,Denbury
2600,USA,4150000000.0,Simpson Manufacturing Company
2601,Bermuda,4150000000.0,Essent Group
2602,Singapore,4150000000.0,UOL Group
2603,USA,4140000000.0,XPO Logistics
2604,UK,4140000000.0,Howden Joinery
2605,USA,4140000000.0,Fox Factory Holding
2606,USA,4130000000.0,FirstCash
2607,Thailand,4120000000.0,TMBThanachart Bank (ttb)
2608,USA,4120000000.0,BlackLine
2609,UK,4120000000.0,Intermediate Capital Group (ICG)
2610,Germany,4120000000.0,Sixt
2611,Turkey,4120000000.0,BÄ°M BirleÅik MaÄazalar
2612,USA,4110000000.0,Flowserve
2613,Bermuda,4110000000.0,Triton International
2614,USA,4100000000.0,Academy Sports
2615,Israel,4100000000.0,First International Bank of Israel
2616,USA,4100000000.0,Wingstop Restaurants
2617,USA,4100000000.0,First Interstate BancSystem
2618,USA,4090000000.0,Casella Waste Systems
2619,Spain,4090000000.0,Fomento de Construcciones y Contratas
2620,USA,4080000000.0,Cytokinetics
2621,USA,4080000000.0,UMB Financial
2622,USA,4070000000.0,Asbury Automotive Group
2623,USA,4070000000.0,TFS Financial
2624,UK,4070000000.0,Endava
2625,Canada,4070000000.0,Colliers International
2626,USA,4060000000.0,Wayfair
2627,Germany,4060000000.0,United Internet
2628,Switzerland,4060000000.0,Galenica
2629,USA,4060000000.0,Comfort Systems
2630,Germany,4060000000.0,Lechwerke
2631,India,4060000000.0,Lupin Limited
2632,Sweden,4050000000.0,Castellum
2633,USA,4050000000.0,Merit Medical
2634,USA,4040000000.0,Rithm Capital
2635,Japan,4040000000.0,Tokyo Century
2636,Sweden,4040000000.0,Husqvarna
2637,USA,4040000000.0,Boston Beer Company
2638,India,4040000000.0,Godrej Properties
2639,Australia,4040000000.0,Evolution Mining
2640,Japan,4030000000.0,Chiba Bank
2641,USA,4020000000.0,Natera
2642,Germany,4020000000.0,K+S
2643,Germany,4020000000.0,Verbio
2644,Sweden,4020000000.0,Kinnevik
2645,USA,4010000000.0,Bright Horizons
2646,India,4010000000.0,Gujarat Gas
2647,Australia,4000000000.0,ALS Global
2648,China,4000000000.0,COSCO SHIPPING Development
2649,France,4000000000.0,Colas
2650,USA,3990000000.0,Paycor
2651,China,3990000000.0,MINISO Group
2652,Canada,3990000000.0,MEG Energy
2653,Canada,3980000000.0,Aritzia
2654,USA,3980000000.0,Synaptics
2655,Germany,3980000000.0,Lanxess
2656,India,3980000000.0,Jubilant FoodWorks
2657,S. Arabia,3970000000.0,Savola Group
2658,USA,3970000000.0,American Equity Investment Life Holding
2659,Mexico,3960000000.0,Banco del BajÃ­o
2660,South Africa,3960000000.0,Clicks Group
2661,France,3960000000.0,Nexans
2662,USA,3960000000.0,Enact Holdings
2663,USA,3960000000.0,Tenable
2664,India,3960000000.0,Petronet LNG
2665,Japan,3950000000.0,COSMOS Pharmaceutical
2666,USA,3950000000.0,Rambus
2667,USA,3950000000.0,Zurn Water Solutions
2668,India,3940000000.0,Rural Electrification Corp
2669,China,3940000000.0,RLX Technology
2670,USA,3940000000.0,Aaon
2671,USA,3940000000.0,Visteon
2672,USA,3930000000.0,Cabot Corporation
2673,Brazil,3930000000.0,Braskem
2674,New Zealand,3920000000.0,Infratil
2675,Australia,3920000000.0,Cleanaway Waste Management
2676,USA,3920000000.0,Denali Therapeutics
2677,Japan,3920000000.0,Toyo Suisan
2678,S. Arabia,3920000000.0,National Shipping Company of Saudi Arabia (Bahri)
2679,USA,3920000000.0,Avnet
2680,USA,3910000000.0,AppFolio
2681,Indonesia,3910000000.0,Indofood
2682,Canada,3900000000.0,Onex
2683,USA,3900000000.0,Allison Transmission
2684,USA,3900000000.0,GATX
2685,USA,3900000000.0,United Community Bank
2686,USA,3900000000.0,Balchem
2687,USA,3900000000.0,Howard Hughes Corporation
2688,USA,3900000000.0,Qualys
2689,Switzerland,3900000000.0,Dufry
2690,Canada,3900000000.0,Finning
2691,USA,3900000000.0,Altra Industrial Motion
2692,India,3900000000.0,Gujarat Fluorochemicals
2693,UK,3890000000.0,IG Group
2694,India,3890000000.0,WNS
2695,Canada,3890000000.0,Capital Power
2696,Indonesia,3880000000.0,Elang Mahkota Teknologi
2697,USA,3870000000.0,Independence Realty Trust
2698,USA,3870000000.0,ICU Medical
2699,Switzerland,3870000000.0,Vontobel
2700,Canada,3870000000.0,Parkland Corp
2701,USA,3860000000.0,Virtu Financial
2702,UK,3860000000.0,Spectris
2703,S. Korea,3850000000.0,F&F Co
2704,S. Korea,3850000000.0,LG Display
2705,India,3840000000.0,General Insurance Corporation of India
2706,Canada,3840000000.0,Nuvei
2707,Netherlands,3830000000.0,Vopak
2708,USA,3830000000.0,Freshworks
2709,Australia,3830000000.0,Charter Hall Group
2710,Switzerland,3830000000.0,SFS Group
2711,Luxembourg,3830000000.0,Aroundtown
2712,USA,3820000000.0,Kirby Corporation
2713,USA,3820000000.0,H.B. Fuller
2714,USA,3820000000.0,SeaWorld Entertainment
2715,UK,3810000000.0,ITV plc
2716,USA,3810000000.0,Topgolf Callaway Brands
2717,Austria,3800000000.0,Oberbank
2718,Switzerland,3800000000.0,Stadler Rail
2719,USA,3800000000.0,Maxar Technologies
2720,Canada,3800000000.0,Bombardier
2721,UK,3800000000.0,Manchester United
2722,Norway,3800000000.0,Storebrand
2723,Australia,3800000000.0,Steadfast Group
2724,USA,3800000000.0,Ziff Davis
2725,Sweden,3790000000.0,Electrolux
2726,Chile,3790000000.0,AntarChile
2727,Switzerland,3790000000.0,Luzerner Kantonalbank
2728,Germany,3790000000.0,Scout24
2729,Turkey,3790000000.0,ArÃ§elik
2730,USA,3780000000.0,Spire Energy
2731,USA,3780000000.0,Franklin Electric
2732,Malaysia,3780000000.0,PBBank (Public Bank Bhd)
2733,Denmark,3780000000.0,Bakkafrost
2734,New Zealand,3780000000.0,Contact Energy
2735,USA,3780000000.0,MGIC Investment
2736,Canada,3770000000.0,Pan American Silver
2737,India,3770000000.0,Supreme Industries
2738,USA,3760000000.0,Blackstone Mortgage Trust
2739,USA,3760000000.0,Umpqua Holdings
2740,USA,3760000000.0,Altair Engineering
2741,USA,3760000000.0,Lumentum
2742,India,3760000000.0,APL Apollo
2743,India,3760000000.0,Oberoi Realty
2744,China,3750000000.0,Perfect World Entertainment
2745,Australia,3750000000.0,Bendigo and Adelaide Bank
2746,USA,3750000000.0,SentinelOne
2747,USA,3750000000.0,UniFirst
2748,India,3750000000.0,Minda Industries
2749,Switzerland,3740000000.0,DÃ¤twyler
2750,Germany,3740000000.0,Aurubis
2751,Indonesia,3740000000.0,Indoritel
2752,USA,3740000000.0,Allete
2753,USA,3730000000.0,ServisFirst Bancshares
2754,Italy,3730000000.0,Buzzi Unicem
2755,USA,3730000000.0,New Relic
2756,India,3730000000.0,Biocon
2757,Bermuda,3730000000.0,Assured Guaranty
2758,Japan,3730000000.0,Lawson
2759,Finland,3720000000.0,Kojamo
2760,USA,3720000000.0,Haemonetics
2761,USA,3720000000.0,Independent Bank
2762,Germany,3720000000.0,SÃ¼dzucker
2763,USA,3710000000.0,Bloom Energy
2764,USA,3710000000.0,AllianceBernstein
2765,Taiwan,3710000000.0,China Airlines
2766,Canada,3700000000.0,Crescent Point Energy
2767,France,3700000000.0,Air France-KLM
2768,S. Korea,3700000000.0,Kangwon Land
2769,China,3700000000.0,G-bits Network Technology
2770,USA,3690000000.0,Foot Locker
2771,Switzerland,3690000000.0,CRISPR Therapeutics
2772,France,3690000000.0,SociÃ©tÃ© FonciÃ¨re Lyonnaise
2773,USA,3690000000.0,SoFi
2774,USA,3690000000.0,Insight Enterprises
2775,Australia,3680000000.0,Lendlease
2776,Indonesia,3680000000.0,Sarana Menara Nusantara
2777,USA,3680000000.0,Vaxcyte
2778,Canada,3680000000.0,PrairieSky Royalty
2779,Denmark,3670000000.0,Lundbeck
2780,Finland,3670000000.0,HuhtamÃ¤ki
2781,USA,3670000000.0,Brighthouse Financial
2782,UK,3670000000.0,Direct Line Group
2783,Indonesia,3670000000.0,Mayora
2784,Denmark,3670000000.0,Royal Unibrew
2785,USA,3670000000.0,Sunoco
2786,USA,3670000000.0,Cousins Properties
2787,USA,3670000000.0,Olaplex
2788,Singapore,3670000000.0,Venture Corporation
2789,Spain,3670000000.0,Grupo Catalana Occidente
2790,USA,3660000000.0,Onto Innovation
2791,China,3660000000.0,360 DigiTech
2792,Thailand,3660000000.0,Thai Oil
2793,USA,3650000000.0,Patterson-UTI Energy
2794,Bermuda,3650000000.0,White Mountains Insurance Group
2795,Japan,3650000000.0,Nisshin Seifun Group
2796,USA,3650000000.0,SM Energy
2797,Canada,3650000000.0,Enerplus
2798,UK,3650000000.0,Abcam
2799,USA,3640000000.0,Meritage Homes
2800,USA,3640000000.0,Physicians Realty Trust
2801,Taiwan,3630000000.0,Innolux
2802,USA,3630000000.0,Summit Materials
2803,Ireland,3630000000.0,Adient
2804,USA,3630000000.0,DoubleVerify
2805,France,3620000000.0,Elis
2806,South Africa,3620000000.0,Aspen Pharmacare
2807,USA,3610000000.0,Diodes Incorporated
2808,USA,3610000000.0,AppLovin
2809,USA,3610000000.0,YETI Holdings
2810,USA,3610000000.0,Simply Good Foods
2811,Sweden,3610000000.0,Sinch
2812,Japan,3600000000.0,Tsuruha Holdings
2813,USA,3600000000.0,Teladoc Health
2814,USA,3600000000.0,Inari Medical
2815,Germany,3600000000.0,Metro AG
2816,USA,3590000000.0,Bumble
2817,USA,3590000000.0,PotlatchDeltic
2818,Hong Kong,3590000000.0,PCCW
2819,USA,3590000000.0,Syneos Health
2820,UK,3590000000.0,Tate & Lyle
2821,USA,3580000000.0,Hecla Mining
2822,Canada,3580000000.0,ATCO
2823,Japan,3580000000.0,Acom
2824,Kazakhstan,3580000000.0,Freedom Holding
2825,Canada,3580000000.0,SSR Mining
2826,Germany,3570000000.0,Krones
2827,Netherlands,3570000000.0,Arcadis
2828,USA,3570000000.0,BellRing Brands
2829,Japan,3570000000.0,Nippon Shinyaku
2830,UK,3570000000.0,Games Workshop Group
2831,India,3560000000.0,Persistent Systems
2832,USA,3560000000.0,Apple Hospitality REIT
2833,USA,3550000000.0,AmTrust Financial Services
2834,USA,3540000000.0,Associated Banc-Corp
2835,Australia,3540000000.0,AGL Energy
2836,China,3540000000.0,China Lesso Group
2837,Australia,3540000000.0,Harvey Norman
2838,USA,3540000000.0,Taylor Morrison
2839,USA,3530000000.0,Neogen
2840,Switzerland,3530000000.0,Transocean
2841,Spain,3530000000.0,Inmobiliaria Colonial
2842,India,3530000000.0,Indraprastha Gas
2843,Italy,3530000000.0,De' Longhi
2844,USA,3530000000.0,Hamilton Lane
2845,USA,3520000000.0,Grand Canyon Education
2846,France,3520000000.0,Faurecia
2847,USA,3520000000.0,Interparfums
2848,UK,3520000000.0,Dechra Pharmaceuticals
2849,USA,3520000000.0,Weatherford International
2850,USA,3510000000.0,Spirit AeroSystems
2851,USA,3510000000.0,CVB Financial
2852,France,3510000000.0,Ubisoft
2853,Brazil,3500000000.0,Magazine LuÃ­za
2854,USA,3500000000.0,NorthWestern Corporation
2855,USA,3500000000.0,Livent
2856,USA,3500000000.0,Gates Industrial Corp
2857,Sweden,3500000000.0,Sweco
2858,Taiwan,3490000000.0,eMemory Technology
2859,USA,3490000000.0,American States Water
2860,New Zealand,3490000000.0,The a2 Milk Company
2861,USA,3490000000.0,Instructure Holdings
2862,China,3490000000.0,Beijing Airport
2863,USA,3490000000.0,Kemper
2864,USA,3490000000.0,Envestnet
2865,S. Korea,3480000000.0,Korea Aerospace Industries
2866,Argentina,3480000000.0,Galicia Financial Group
2867,Germany,3480000000.0,DMG Mori
2868,Poland,3470000000.0,PGE Polska
2869,USA,3470000000.0,Beacon Roofing Supply
2870,USA,3460000000.0,Vir Biotechnology
2871,Thailand,3460000000.0,Land and Houses
2872,India,3460000000.0,Escorts Limited
2873,France,3440000000.0,Icade
2874,South Africa,3440000000.0,African Rainbow Minerals
2875,India,3440000000.0,Federal Bank
2876,USA,3440000000.0,Avient
2877,Canada,3440000000.0,SmartCentres REIT
2878,USA,3430000000.0,Greif
2879,USA,3430000000.0,Mueller Industries
2880,USA,3420000000.0,Community Bank System
2881,Japan,3420000000.0,Workman
2882,USA,3420000000.0,Teradata
2883,S. Korea,3420000000.0,Netmarble
2884,Hong Kong,3420000000.0,Hysan Development
2885,Canada,3420000000.0,SNC-Lavalin Group
2886,USA,3420000000.0,Federated Hermes
2887,Hong Kong,3410000000.0,NWS holdings
2888,Japan,3410000000.0,Mercari
2889,Finland,3410000000.0,TietoEVRY
2890,USA,3410000000.0,Surgery Partners
2891,USA,3410000000.0,Advanced Energy
2892,France,3390000000.0,Imerys
2893,USA,3390000000.0,California Water Service
2894,UK,3390000000.0,easyJet
2895,Taiwan,3380000000.0,Taiwan Business Bank
2896,UK,3380000000.0,Rotork
2897,USA,3380000000.0,First Hawaiian Bank
2898,Hong Kong,3380000000.0,Kerry Properties
2899,USA,3370000000.0,Nelnet
2900,Austria,3370000000.0,EVN Group
2901,Switzerland,3370000000.0,BB Biotech
2902,Norway,3370000000.0,Leroy Seafood
2903,Hong Kong,3370000000.0,Bank of East Asia
2904,Spain,3360000000.0,Unicaja Banco
2905,USA,3360000000.0,Select Medical Holdings
2906,USA,3360000000.0,Maravai LifeSciences
2907,Canada,3350000000.0,Granite Real Estate
2908,USA,3350000000.0,Sprouts Farmers Market
2909,USA,3350000000.0,One Medical (1Life Healthcare)
2910,Panama,3350000000.0,Copa Holdings
2911,Canada,3350000000.0,Boyd Group
2912,USA,3350000000.0,NCR Corporation
2913,Denmark,3350000000.0,Ambu
2914,USA,3350000000.0,Cohen & Steers
2915,USA,3340000000.0,The AZEK Company
2916,Austria,3340000000.0,Mayr-Melnhof
2917,Australia,3330000000.0,Qube Holdings
2918,USA,3330000000.0,Lantheus Holdings
2919,Germany,3330000000.0,Aixtron
2920,Spain,3330000000.0,Logista (CompaÃ±Ã­a de DistribuciÃ³n Integral Logista)
2921,USA,3310000000.0,Marqeta
2922,UK,3310000000.0,Renishaw
2923,USA,3310000000.0,NewMarket Corp
2924,Malaysia,3310000000.0,Sime Darby
2925,USA,3310000000.0,Cactus Wellhead
2926,Thailand,3310000000.0,BTS Group
2927,USA,3300000000.0,Amicus Therapeutics
2928,USA,3300000000.0,Tootsie Roll Industries
2929,Mexico,3300000000.0,Grupo Aeroportuario Centro Norte
2930,Japan,3300000000.0,Taisho Pharmaceutical
2931,USA,3300000000.0,Essential Properties Realty Trust
2932,USA,3290000000.0,Vontier
2933,S. Korea,3290000000.0,Samsung Heavy Industries
2934,USA,3290000000.0,Ameris Bancorp
2935,Finland,3290000000.0,MetsÃ¤ Board
2936,USA,3290000000.0,Prestige Consumer Healthcare
2937,USA,3280000000.0,Intellia Therapeutics
2938,Israel,3270000000.0,Global-e
2939,Israel,3270000000.0,Playtika
2940,USA,3270000000.0,Armstrong World Industries
2941,Norway,3270000000.0,Nordic Semiconductor
2942,USA,3270000000.0,Blackbaud
2943,USA,3270000000.0,Ultragenyx
2944,USA,3260000000.0,RingCentral
2945,India,3260000000.0,Voltas
2946,USA,3260000000.0,Alteryx
2947,Argentina,3260000000.0,Transportadora de Gas del Sur
2948,Australia,3250000000.0,JB Hi-Fi
2949,USA,3250000000.0,Sanmina
2950,Bermuda,3240000000.0,Signet Jewelers
2951,Germany,3240000000.0,Fielmann
2952,USA,3230000000.0,Ollie's Bargain Outlet
2953,USA,3230000000.0,Black Stone Minerals
2954,Japan,3230000000.0,Nikon
2955,S. Korea,3230000000.0,Coway
2956,UK,3230000000.0,Derwent London
2957,Israel,3230000000.0,Melisron
2958,Turkey,3230000000.0,Halkbank
2959,USA,3230000000.0,Belden
2960,Singapore,3220000000.0,Frasers Logistics & Industrial Trust
2961,Brazil,3220000000.0,Natura&Co
2962,USA,3220000000.0,Chegg
2963,USA,3220000000.0,Ambarella
2964,UK,3210000000.0,Marks & Spencer
2965,UK,3210000000.0,Virgin Money UK
2966,USA,3210000000.0,Avista
2967,India,3210000000.0,Coromandel
2968,Spain,3210000000.0,CIE Automotive
2969,Brazil,3210000000.0,ComgÃ¡s
2970,Poland,3200000000.0,mBank
2971,USA,3200000000.0,Eastern Bankshares
2972,USA,3200000000.0,CVR Energy
2973,Belgium,3200000000.0,Proximus
2974,India,3200000000.0,Deepak Nitrite
2975,Chile,3190000000.0,Enel Chile
2976,USA,3190000000.0,Bank of Hawaii
2977,USA,3190000000.0,National Vision Holdings
2978,Japan,3180000000.0,Sega Sammy Holdings
2979,USA,3180000000.0,Enviva
2980,USA,3180000000.0,Harmony Biosciences
2981,Canada,3170000000.0,Summit Industrial Income REIT
2982,Israel,3170000000.0,InMode
2983,USA,3170000000.0,Douglas Emmett
2984,Indonesia,3160000000.0,Indosat
2985,USA,3160000000.0,Badger Meter
2986,Luxembourg,3160000000.0,Subsea 7
2987,Belgium,3150000000.0,Euronav
2988,Germany,3150000000.0,TUI
2989,USA,3150000000.0,Albany International
2990,Indonesia,3150000000.0,Indah Kiat Pulp & Paper
2991,USA,3140000000.0,Enovis
2992,USA,3140000000.0,Vishay Intertechnology
2993,Bermuda,3140000000.0,Lazard
2994,Luxembourg,3140000000.0,Ardagh Metal Packaging
2995,Canada,3140000000.0,Capstone Infrastructure
2996,Spain,3130000000.0,Fluidra
2997,India,3130000000.0,Aurobindo Pharma
2998,USA,3130000000.0,Broadstone Net Lease
2999,Austria,3130000000.0,Vienna Insurance Group
3000,Canada,3130000000.0,Boralex
3001,USA,3130000000.0,Quaker Houghton
3002,Japan,3130000000.0,Meitetsu
3003,Singapore,3120000000.0,Sembcorp Marine
3004,USA,3120000000.0,ESAB
3005,USA,3120000000.0,Sensient Technologies
3006,India,3120000000.0,Gland Pharma
3007,USA,3120000000.0,Hostess Brands
3008,UK,3110000000.0,Harbour Energy
3009,Hong Kong,3110000000.0,HUTCHMED
3010,USA,3110000000.0,Thoughtworks
3011,USA,3110000000.0,Highwoods Properties
3012,Romania,3100000000.0,Romgaz
3013,USA,3100000000.0,Cathay General Bancorp
3014,USA,3100000000.0,Goodyear
3015,USA,3100000000.0,Skyline Champion
3016,India,3100000000.0,Max Financial Services
3017,Hong Kong,3090000000.0,Shangri-La
3018,Switzerland,3090000000.0,St. Galler Kantonalbank
3019,Australia,3090000000.0,Alumina Limited
3020,USA,3090000000.0,Stagwell
3021,USA,3090000000.0,California Resources Corporation
3022,Indonesia,3090000000.0,Tower Bersama Infrastructure
3023,USA,3080000000.0,John Bean Technologies
3024,USA,3080000000.0,Dave Inc.
3025,USA,3080000000.0,EnerSys
3026,USA,3080000000.0,ScottsMiracle-Gro
3027,Germany,3080000000.0,Jungheinrich
3028,Italy,3070000000.0,ACEA
3029,USA,3070000000.0,ChargePoint
3030,South Africa,3070000000.0,Exxaro Resources
3031,USA,3070000000.0,Travel + Leisure
3032,USA,3070000000.0,e.l.f. Cosmetics
3033,USA,3070000000.0,Texas Capital Bancshares
3034,Sweden,3070000000.0,BillerudKorsnÃ¤s
3035,India,3070000000.0,Phoenix Mills
3036,Germany,3070000000.0,Evotec
3037,USA,3060000000.0,SPX Corporation
3038,USA,3060000000.0,Equitrans Midstream
3039,USA,3060000000.0,ACI Worldwide
3040,Argentina,3060000000.0,Telecom Argentina
3041,USA,3060000000.0,Curaleaf
3042,USA,3060000000.0,Sabra Health Care REIT
3043,Denmark,3060000000.0,GN Store Nord
3044,Japan,3060000000.0,Lion Corp
3045,Switzerland,3050000000.0,VZ Holding
3046,China,3040000000.0,Dada Nexus
3047,Spain,3040000000.0,Viscofan
3048,India,3040000000.0,3M India
3049,USA,3040000000.0,Acushnet Holdings
3050,Monaco,3040000000.0,Scorpio Tankers
3051,India,3030000000.0,Vodafone Idea
3052,USA,3030000000.0,Mister Car Wash
3053,USA,3030000000.0,PJT Partners
3054,USA,3030000000.0,Peloton
3055,UK,3030000000.0,Bellway
3056,USA,3030000000.0,ABM Industries
3057,USA,3020000000.0,Hillenbrand
3058,S. Korea,3020000000.0,Yuhan
3059,Indonesia,3010000000.0,SIG (Semen Indonesia)
3060,UK,3010000000.0,LivaNova
3061,USA,3010000000.0,Carter's
3062,USA,3010000000.0,Archaea Energy
3063,South Africa,3010000000.0,Old Mutual
3064,USA,3000000000.0,Kohl's
3065,UK,3000000000.0,Pennon Group
3066,S. Korea,3000000000.0,Hankook Tire
3067,USA,3000000000.0,Plains GP
3068,Denmark,3000000000.0,ALK-AbellÃ³
3069,France,3000000000.0,Groupe LagardÃ¨re
3070,Germany,2990000000.0,Encavis
3071,France,2990000000.0,OVH Groupe
3072,Canada,2990000000.0,Kinaxis
3073,Germany,2980000000.0,Nordex
3074,Japan,2980000000.0,Santen Pharmaceutical
3075,USA,2980000000.0,Federal Signal
3076,USA,2980000000.0,Plexus
3077,USA,2980000000.0,SunPower
3078,USA,2980000000.0,Graham Holdings
3079,China,2980000000.0,DAQO New Energy
3080,South Africa,2980000000.0,MultiChoice Group
3081,USA,2980000000.0,Pacific Premier Bancorp
3082,India,2980000000.0,Sumitomo Chemical India
3083,USA,2980000000.0,EVO Payments
