,company_name,company_location,company_country
1264,MASHFROG GROUP SRL,VIA GIACOMO PERONI 400/402,ITALY
1265,"CAPITAL GROUP COMPANIES, INC., THE",333 S HOPE ST FL 55,UNITED STATES
1266,TAG WORLDWIDE GROUP LIMITED,1-5 Poland Street,UNITED KINGDOM
1267,SBG HOLDING SPA IN FORMA ABBREVIATO SBG HOLDING SPA,PIAZZA SISTO ROSA BADALOCCHIO 5/A,ITALY
1268,AMERICAN FUNDS SERVICE COMPANY,6455 IRVINE CTR DR,UNITED STATES
1269,THE APPOINTMENT GROUP LIMITED,THE LINEN HOUSE 253 KILBURN LANE,UNITED KINGDOM
1270,UNIFLAIR SPA,VIALE DELLA TECNICA 2,ITALY
1271,"FARMERS GROUP, INC.",6301 OWENSMOUTH AVE,UNITED STATES
1272,NASSAU INDUSTRIAL DOORS LIMITED,Jubilee House Dewsbury Road,UNITED KINGDOM
1273,TEKSID ALUMINUM SRL,VIA UMBERTO II 5,ITALY
1274,SHINTECH INCORPORATED,3 GREENWAY PLZ STE 1150,UNITED STATES
1275,ORAPI APPLIED LIMITED,Spring Road,UNITED KINGDOM
1276,GETTI SPECIALI SRL,VIA BERNARDI RONDO' 15,ITALY
1277,"VISION SERVICE PLAN, INC.",3333 QUALITY DR,UNITED STATES
1278,GENESIS OIL & GAS CONSULTANTS LIMITED,One St Pauls Churchyard,UNITED KINGDOM
1279,FIVES INTRALOGISTICS SPA,VIALE TICINO 2,ITALY
1280,"BRAZONICS, INC.",94 TIDE MILL RD,UNITED STATES
1281,GENESIS ENERGIES CONSULTANTS LTD,ONE ST. PAUL'S CHURCHYARD,UNITED KINGDOM
1282,FIVES OTO SPA,VIA DOMENICO MARCHESI 4,ITALY
1283,"TRELLEBORG OFFSHORE BOSTON, INC.",24 TEED DR,UNITED STATES
1284,BMB GROUP LIMITED,2100 Century Way Thorpe Park,UNITED KINGDOM
1285,FIVES ITALY SRL,VIALE TICINO 2,ITALY
1286,"Y-TECH SERVICES, INC.",8600 ADVANCED GTWY SW,UNITED STATES
1287,BAILIE GROUP LIMITED,"Greystone Press Greystone Road, Newpark Industrial Estate",UNITED KINGDOM
1288,FIVES ITAS SPA,VIA METAURO 5,ITALY
1289,RING LLC,12515 CERISE AVE,UNITED STATES
1290,BAIRD GROUP LIMITED,2100 Century Way Thorpe Park,UNITED KINGDOM
1291,FIVES GIUSTINA SRL,CORSO LOMBARDIA 79,ITALY
1292,"YELLOWSTONE LANDSCAPE, INC.",3235 N STATE ST,UNITED STATES
1293,BAIRD GROUP (HOLDINGS) LIMITED,2100 Century Way Thorpe Park,UNITED KINGDOM
1294,COMAU SPA,VIA RIVALTA 30,ITALY
1295,"BDP INTERNATIONAL, INC.",510 WALNUT ST STE 14,UNITED STATES
1296,HILTON WORLDWIDE MANAGE LIMITED,MAPLE COURT CENTRAL PARK REEDS CRESCENT,UNITED KINGDOM
1297,ETHOSENERGY ITALIA SPA,CORSO ROMANIA 661,ITALY
1298,"EVERBRIDGE, INC.",155 N LAKE AVE STE 900,UNITED STATES
1299,JPF API LAMINATES UK LIMITED,Second Avenue Poynton,UNITED KINGDOM
1300,VOMM IMPIANTI E PROCESSI SPA,VIA EUGENIO CURIEL 252,ITALY
1301,MORGAN STANLEY MORTGAGE CAPITAL HOLDINGS LLC,1585 BROADWAY AVE,UNITED STATES
1302,THE DORCHESTER LIMITED,53 Park Lane,UNITED KINGDOM
1303,AMBIENTE E NUTRIZIONE SRL,VIA EUGENIO CURIEL 252,ITALY
1304,KKR CAPITAL MARKETS HOLDINGS L.P.,9 WEST 57TH STREET,UNITED STATES
1305,DORCHESTER GROUP LIMITED,57 Berkeley Square,UNITED KINGDOM
1306,SOFTLAB HOLDING SRL,VIALE PIERO E ALBERTO PIRELLI 6,ITALY
1307,"PENN ENTERTAINMENT, INC.",825 BERKSHIRE BLVD STE 200,UNITED STATES
1308,DORCHESTER SERVICES LIMITED,45 Park Lane,UNITED KINGDOM
1309,CLUB DEL SOLE SRL,VIA BIONDINI 27,ITALY
1310,"HUGE, LLC",45 MAIN ST # 3,UNITED STATES
1311,"BANK OF AMERICA, NATIONAL ASSOCIATION",2 King Edward Street,UNITED KINGDOM
1312,LUXURY GOODS ITALIA SPA,VIA DEI TORNABUONI 73/R,ITALY
1313,ANYWHERE REAL ESTATE GROUP LLC,175 PARK AVE,UNITED STATES
1314,BLACKROCK GROUP LIMITED,12 Throgmorton Avenue,UNITED KINGDOM
1315,CMA ROBOTICS SPA,VIALE DEL LAVORO 41,ITALY
1316,ANYWHERE REAL ESTATE INC.,175 PARK AVE,UNITED STATES
1317,MERRILL LYNCH EUROPE LIMITED,20 Giltspur Street,UNITED KINGDOM
1318,ENI SPA,PIAZZALE ENRICO MATTEI 1,ITALY
1319,"ENDEAVOR OPERATING COMPANY, LLC",11 MADISON AVE,UNITED STATES
1320,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,12 Throgmorton Avenue,UNITED KINGDOM
1321,OLMAR AND MIRTA SPA,STRADA CORTESA 12/A,ITALY
1322,ALLIANZ GLOBAL CORPORATE & SPECIALTY NORTH AMERICA,28 LIBERTY ST FL 24,UNITED STATES
1323,MERRILL LYNCH INTERNATIONAL,2 King Edward Street,UNITED KINGDOM
1324,CHRISTIES SRL,VIA CORTESA 12/A,ITALY
1325,BLACKSTONE REAL ESTATE SPECIAL SITUATIONS ADVISORS L.L.C.,345 PARK AVE STE 1100,UNITED STATES
1326,LIMELIFE BY ALCONE (UK) LTD,Procession House 55 Ludgate Hill,UNITED KINGDOM
1327,FINANZIARIA REGIONALE FRIULI VENEZIA GIULIA SPA,VIA VITTORIO LOCCHI 19,ITALY
1328,"RAPID7, LLC",120 CAUSEWAY ST STE 400,UNITED STATES
1329,NTT EUROPE LTD.,1 King William Street,UNITED KINGDOM
1330,ANACAP FP SRL,VIA PIETRO PALEOCAPA 1,ITALY
1331,FOURSIGHT CAPITAL LLC,2783 S LEADERSHIP CT. STE 400,UNITED STATES
1332,NTT DATA BUSINESS SOLUTIONS LIMITED,"Building 2m Siskin Drive, Middlemarch Business Park",UNITED KINGDOM
1333,ZURICH ITALY BANK SPA,VIA BENIGNO CRESPI 23,ITALY
1334,"KAWASAKI ROBOTICS (USA), INC.",28140 LAKEVIEW DR,UNITED STATES
1335,NTT LIMITED,1 King William Street,UNITED KINGDOM
1336,INTEGRATED DEVICE TECHNOLOGY SRL,VIALE VINCENZO LANCETTI 43,ITALY
1337,SAN FRANCISCO STATE UNIVERSITY,1600 HOLLOWAY AVE,UNITED STATES
1338,BUDGET GROUP LIMITED,Crown House 145 City Road,UNITED KINGDOM
1339,CGI ITALIA SRL,PIAZZA FILIPPO MEDA 3,ITALY
1340,RECOLOGY INC.,50 CALIFORNIA ST 24TH FL,UNITED STATES
1341,SUTTONS TANKERS LIMITED,Gorsey Lane,UNITED KINGDOM
1342,PERMASTEELISA SPA,VIA ENRICO MATTEI 21/23,ITALY
1343,"GAVILON GROUP, LLC, THE",1331 CAPITAL AVE,UNITED STATES
1344,ANOTECH ENERGY GLOBAL SOLUTIONS LIMITED,1st Floor 41 Moorgate,UNITED KINGDOM
1345,STM PHARMA PRO SRL,VIA XXV APRILE 56,ITALY
1346,"GAVILON GRAIN, LLC",32788 W COMMUNITY CENTER RD,UNITED STATES
1347,ANOTECH ENERGY SERVICES LIMITED,1st Floor 41 Moorgate,UNITED KINGDOM
1348,UNION GAS METANO SPA,VIA DOMENICO SCARLATTI 30,ITALY
1349,"GAVILON GLOBAL AG HOLDINGS, LLC",1331 CAPITOL AVE,UNITED STATES
1350,AVIVA INSURANCE LIMITED,Pitheavlis,UNITED KINGDOM
1351,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL ITALIA SRL,VIA PIACENZA SNC,ITALY
1352,"ROSEN HOTELS AND RESORTS, INC.",4000 DESTINATION PKY,UNITED STATES
1353,WE ARE SOCIAL LTD,Alphabeta 14-18 Finsbury Square,UNITED KINGDOM
1354,EMERSON PROCESS MANAGEMENT SRL,VIA MONTELLO 71/73,ITALY
1355,AMERICAN EXPRESS COMPANY,200 VESEY ST,UNITED STATES
1356,ONE51 ES PLASTICS (UK) LIMITED,BARBOT HALL INDUSTRIAL ESTATE MANGHAM ROAD,UNITED KINGDOM
1357,LANSERHOF SRL,VIALE DELLA STAZIONE 5,ITALY
1358,"AMERICAN EXPRESS INTERNATIONAL, INC.",200 VESEY ST,UNITED STATES
1359,SPEYSIDE COOPERAGE LIMITED,Dufftown Road Craigellachie,UNITED KINGDOM
1360,GILBARCO SRL,VIA DE' CATTANI 220/G,ITALY
1361,AMERICAN EXPRESS CREDIT CORPORATION,200 VESEY ST,UNITED STATES
1362,ISLA COOPERAGE COMPANY LIMITED,Isla Road,UNITED KINGDOM
1363,GILBARCO ITALIA SRL,VIA DEI CATTANI 220/G,ITALY
1364,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",200 VESEY ST,UNITED STATES
1365,CAMLACHIE COOPERAGE LIMITED,"Unit R Clyde Workshops, Fullarton Road, Glasgow East Investment Park",UNITED KINGDOM
1366,ELETTROMAULE COMPONENT SRL,VIA BORELLI 18/20,ITALY
1367,AMERICAN EXPRESS LIMITED,200 VESEY ST,UNITED STATES
1368,ORANO UK LIMITED,Suite 7 Hitching Court Abingdon Business Park,UNITED KINGDOM
1369,PRE GEL SPA,VIA XI SETTEMBRE 2001 5/A,ITALY
1370,AMERICAN EXPRESS EUROPE LLC,200 VESEY ST,UNITED STATES
1371,RAYMOND GUBBAY LIMITED,1 Ely Place,UNITED KINGDOM
1372,THE'LIOS SPA,ZONA INDUSTRIALE VILLANOVA 16,ITALY
1373,"OCEAN PROPERTIES, LTD.",1001 E ATLANTIC AVENUE STE 202,UNITED STATES
1374,MARKEL EUROPE LIMITED,20 Fenchurch Street,UNITED KINGDOM
1375,OFFICINE MACCAFERRI SPA,VIA JOHN FITZGERALD KENNEDY 10,ITALY
1376,"GRAY MEDIA GROUP, INC.",201 MONROE ST FL 20,UNITED STATES
1377,MARKEL CAPITAL HOLDINGS LIMITED,20 Fenchurch Street,UNITED KINGDOM
1378,OFFICINE MACCAFERRI ITALIA SRL,VIA JOHN FITZGERALD KENNEDY 10,ITALY
1379,"AMERICAN ELECTRIC POWER COMPANY, INC.",1 RIVERSIDE PLZ,UNITED STATES
1380,MARKEL INTERNATIONAL SERVICES LIMITED,20 Fenchurch Street,UNITED KINGDOM
1381,MACCAFERRI INNOVATION CENTER SRL,VIA IPAZIA 2,ITALY
1382,SIGN A RAMA INC.,2121 VISTA PKWY,UNITED STATES
1383,APPLE (UK) LIMITED,"2 Furze Groundway, Stockley Park",UNITED KINGDOM
1384,BNP PARIBAS SECURITIES SERVICES,PIAZZA LINA BO BARDI 3,ITALY
1385,FIBERVISIONS CORPORATION,3700 CREST WOOD PKWY STE 900,UNITED STATES
1386,CLIPPER LOGISTICS LIMITED,Armitage Road,UNITED KINGDOM
1387,BIO HABITAT ITALIA SPA,VIA SUORE 11,ITALY
1388,"HOYA OPTICAL LABS OF AMERICA, INC.",7000 SUNWOOD DR NW,UNITED STATES
1389,EUROPE DOMAINS LTD,DEPT 886 43 OWSTON ROAD CARCROFT,UNITED KINGDOM
1390,BASIC NET SPA,LARGO MAURIZIO VITALE 1,ITALY
1391,REUTERS NEWS & MEDIA INC.,3 TIMES SQ 12TH FL,UNITED STATES
1392,INTEL CORPORATION (UK) LIMITED,Pipers Way,UNITED KINGDOM
1393,WHIRLPOOL EMEA SPA,STRADA PROVINCIALE ARCEVIESE 139/A,ITALY
1394,INTERNATIONAL GAME TECHNOLOGY,6355 S BUFFALO DR,UNITED STATES
1395,CREW CLOTHING CO. LIMITED,20 Lydden Road,UNITED KINGDOM
1396,WHIRLPOOL ITALIA SRL,VIA CARLO PISACANE 1,ITALY
1397,"PLANET FITNESS, INC.",4 LIBERTY LN W,UNITED STATES
1398,OPTICAL EXPRESS (HOLDINGS) LIMITED,5 Deerdykes Road,UNITED KINGDOM
1399,WHIRLPOOL MANAGEMENT EMEA SRL,VIA CARLO PISACANE 1,ITALY
1400,"PLA-FIT HEALTH, L.L.C.",4 LIBERTY LN W,UNITED STATES
1401,NORTH WEST (AEROTOOLING) LTD.,Victoria Road Hyde Industrial Estate,UNITED KINGDOM
1402,BELENERGIA MEZZ FINANCE SRL,PIAZZA VELASCA 4,ITALY
1403,"NBCUNIVERSAL, LLC",1221 AVE OF THE AMERICAS STE C2D,UNITED STATES
1404,KALON BIOLOGICAL LIMITED,"Unit G, Perram Works Merrow Lane",UNITED KINGDOM
1405,BELENERGIA SPA,VIA GABRIO SERBELLONI 5,ITALY
1406,"NBCUNIVERSAL MEDIA, LLC",30 ROCKEFELLER PLZ,UNITED STATES
1407,CUADRILLA RESOURCES LIMITED,3000 Aviator Way Manchester Business Park,UNITED KINGDOM
1408,OTB SPA,VIA DELL\'INDUSTRIA 2,ITALY
1409,BRAVO MEDIA LLC,30 ROCKEFELLER PLZ 8TH FL,UNITED STATES
1410,EPOCH PROPERTIES LIMITED,"Nautilus House, La Cour Des Casernes St. Helier",UNITED KINGDOM
1411,ISTITUTO ITALIANO DEL MARCHIO DI QUALITA' SPA,VIA MARCO FABIO QUINTILIANO 43,ITALY
1412,AUTISM SPECTRUM THERAPIES ILLINOIS LLC,2700 PATRIOT BLVD #250,UNITED STATES
1413,TREVES UK LIMITED,Farnham Lane Farnham,UNITED KINGDOM
1414,HB BOSCARINI SPA,VIA FOGLIA 11,ITALY
1415,QUALCOMM INCORPORATED,5775 MOREHOUSE DR,UNITED STATES
1416,CITIZENM LONDON BANKSIDE OPERATIONS B.V.,Surrey House 20 Lavington Street,UNITED KINGDOM
1417,ANTICA FARMACEUTICA LUCCHESE SRL,VIA DELLE CORNACCHIE 960/H,ITALY
1418,"QUALCOMM INTERNATIONAL, INC.",5775 MOREHOUSE DR,UNITED STATES
1419,MEDIACOM UK LIMITED,124 Theobalds Road,UNITED KINGDOM
1420,PHSHOP SRL,VIA FERRANTE IMPARATO 190 PIANO SECONDO INT.37,ITALY
1421,"GAMING COMMISSION, NEW YORK",ONE BROADWAY CTR,UNITED STATES
1422,MEDIACOM GROUP LIMITED,124 Theobalds Road,UNITED KINGDOM
1423,COLOMION SPA,CAMPO SMITH REG. MOLINO 18,ITALY
1424,MAPLEBEAR INC.,50 BEALE ST STE 600,UNITED STATES
1425,MEDIACOM NORTH LIMITED,1 Hardman Street,UNITED KINGDOM
1426,LINIFICIO E CANAPIFICIO NAZIONALE SRL SOCIETA' BENEFIT,VIA GHIAIE 55,ITALY
1427,INSTACART,11751 MISSISSIPPI AVE,UNITED STATES
1428,RICOH EUROPE PLC,20 Triton Street,UNITED KINGDOM
1429,UNICREDIT SPA,PIAZZA GAE AULENTI 3 TOWER A,ITALY
1430,"AVENTIV TECHNOLOGIES, LLC",4000 INTERNATIONAL PKWY,UNITED STATES
1431,RICOH EUROPE HOLDINGS PLC,20 Triton Street,UNITED KINGDOM
1432,PANINI SPA,VIALE EMILIO PO 380,ITALY
1433,PERFETTI VAN MELLE USA INC.,3645 TURFWAY RD,UNITED STATES
1434,RICOH UK LIMITED,20 Triton Street,UNITED KINGDOM
1435,LCI ITALY SRL,VIA ETRURIA 1,ITALY
1436,"TAP AUTOMOTIVE HOLDINGS, LLC",400 W ARTESIA BLVD,UNITED STATES
1437,RICOH EUROPE FINANCE LIMITED,20 Triton Street,UNITED KINGDOM
1438,GOOGLE ITALY SRL,VIA FEDERICO CONFALONIERI 4,ITALY
1439,"ZOOM VIDEO COMMUNICATIONS, INC.",55 ALMADEN BLVD #6,UNITED STATES
1440,MET FILM LIMITED,Ealing Studios Ealing Green,UNITED KINGDOM
1441,IRONMAN ITALY SRL,VIA AGNELLO 8,ITALY
1442,"ALTITUDE COLLECTION, LLC",45 W 25TH ST FL 3,UNITED STATES
1443,CANVAS HOLIDAYS LIMITED,East Port House,UNITED KINGDOM
1444,HEXIS ITALIA SRL,VIA MELOZZO DA FORLI' 41,ITALY
1445,MASIMO CORPORATION,52 DISCOVERY,UNITED STATES
1446,CANVAS HOLDINGS LIMITED,Boulevard De La Woluwe,UNITED KINGDOM
1447,AIR HEX ALONTE SRL,VIA DELLE ALBERE 5,ITALY
1448,TANK HOLDING CORP.,6940 O ST STE 100,UNITED STATES
1449,INVESTEC 1 LIMITED,2 Gresham Street,UNITED KINGDOM
1450,DEMETRA SPA,VIA EFREM NOBILI 44,ITALY
1451,"BELLAGIO, LLC",3600 LAS VEGAS BLVD S,UNITED STATES
1452,INVESTEC BANK PLC,30 Gresham Street,UNITED KINGDOM
1453,STATE STREET BANK INTERNATIONAL GMBH,VIA FERRANTE APORTI 10,ITALY
1454,METRO-GOLDWYN-MAYER STUDIOS INC.,245 N BEVERLY DR,UNITED STATES
1455,INVESTEC GROUP INVESTMENTS (UK) LIMITED,30 GRESHAM STREET,UNITED KINGDOM
1456,KODAK SPA,VIA GIACOMO MATTEOTTI 62,ITALY
1457,METRO-GOLDWYN-MAYER PICTURES INC.,10900 WILSHIRE BLVD STE 1500,UNITED STATES
1458,INVESTEC WEALTH & INVESTMENT LIMITED,4TH FLOOR 5 GEORGE SQUARE,UNITED KINGDOM
1459,WITHSECURE SRL,VIA VITTOR PISANI 15,ITALY
1460,"MGM HOLDINGS II, INC.",245 N BEVERLY DR,UNITED STATES
1461,NINETY ONE UK LIMITED,55 Gresham Street,UNITED KINGDOM
1462,BERTIN ITALIA SRL,VIA DINO COL 6 R,ITALY
1463,"MGM HOLDINGS, INC.",245 N BEVERLY DR,UNITED STATES
1464,RICHARD BAKER HARRISON LIMITED,Marsh Trees House Marsh Parade,UNITED KINGDOM
1465,ALTHEA SPA,RIVA TOMMASO GULLI 12,ITALY
1466,"AMPHENOL PCD, INC.",72 CHERRY HILL DR STE 2,UNITED STATES
1467,ENDSLEIGH INSURANCE SERVICES LIMITED,"Endsleigh Park Shurdington Road, Shurdington",UNITED KINGDOM
1468,GIORGIO GORI SRL,VIA GOFFREDO LEPORI 9,ITALY
1469,"SPEEDCAST COMMUNICATIONS, INC.",4400 S SAM HOUSTON PKWY E,UNITED STATES
1470,TTT MONEYCORP LIMITED,"5 Floor Zig Zag Building, 70 Victoria Street",UNITED KINGDOM
1471,ORDINE NAZIONALE DEI BIOLOGI DI ROMA,VIA ICILIO 7,ITALY
1472,MSB AEROSPACE LLC,7001 CHATHAM CENTER DRIVE STE 300,UNITED STATES
1473,FUMEX INSTALLATIONS LIMITED,91 Seedlee Road Walton Summit Cent,UNITED KINGDOM
1474,TAORMINA HOTEL MANAGEMENT SRL,PIAZZA SAN DOMENICO 5,ITALY
1475,"ARIA RESORT & CASINO, LLC",3730 LAS VEGAS BLVD S,UNITED STATES
1476,CANDY KITTENS LIMITED,7 Lyric Square,UNITED KINGDOM
1477,LOVATO ELECTRIC SPA,VIA DON EMILIO MAZZA 12,ITALY
1478,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",110 W 44TH ST,UNITED STATES
1479,P&O FERRIES LIMITED,Channel House Channel View Road,UNITED KINGDOM
1480,MICROSOFT SRL,VIALE PASUBIO 21,ITALY
1481,RIL USA INC.,2050 W SAM HOUSTON PKWY S STE 1400,UNITED STATES
1482,BRAIDR LIMITED,22 Charterhouse Square,UNITED KINGDOM
1483,TOD'S SPA,VIA FILIPPO DELLA VALLE 1,ITALY
1484,NOVELIS INC.,3560 LENOX RD STE 2000,UNITED STATES
1485,JOHN MILLS LIMITED,610 Chiswick High Road,UNITED KINGDOM
1486,EDENRED ITALIA SRL,VIA GIOVANNI BATTISTA PIRELLI 18,ITALY
1487,"BANANA REPUBLIC, LLC",2 FOLSOM ST 2B,UNITED STATES
1488,DS SMITH PLC,350 Euston Road,UNITED KINGDOM
1489,DATA 4 SERVICES ITALY SPA,PIAZZA ELEONORA DUSE 2,ITALY
1490,BARTEC US CORPORATION,650 CENTURY PLAZA DR STE D120,UNITED STATES
1491,DS GD UK LIMITED,6 Bevis Marks,UNITED KINGDOM
1492,TELMO PARTECIPAZIONI SRL,VIA XX SETTEMBRE 58/C,ITALY
1493,GANNETT MEDIA CORP.,7950 JONES BRANCH DR,UNITED STATES
1494,PARAGON INTERNET GROUP LIMITED,"5th Floor Shipping Building The Old Vinyl Factory, 252-254 Blyth Road",UNITED KINGDOM
1495,BROKER NET ITALIA SRL,VIA CIMABUE 4,ITALY
1496,"L.N.S. AMERICA, INC.",4621 E TECH DR,UNITED STATES
1497,GO DADDY EUROPE LIMITED,"5th Floor The Shipping Building, The Old Vinyl Factory",UNITED KINGDOM
1498,BARADINE INVEST SL,PIAZZALE BIANCAMANO 8,ITALY
1499,123-REG LIMITED,"5th Floor The Shipping Building Old Viny, 252-254 Blyth Road",UNITED KINGDOM
1500,GN AUDIO ITALY SRL,VIA TORRI BIANCHE 6,ITALY
1501,CNX RESOURCES CORPORATION,1000 CONSOL ENERGY DR STE 400,UNITED STATES
1502,ALUMASC BUILDING PRODUCTS LIMITED,Station Road Burton Latimer,UNITED KINGDOM
1503,ACCENTURE SPA,VIA NINO BONNET 10,ITALY
1504,"ONE ROCK CAPITAL PARTNERS, LLC",30 ROCKEFELLER PLZ 54TH FL,UNITED STATES
1505,GREENCELL LIMITED,42 KINGS HILL AVENUE KINGS HILL,UNITED KINGDOM
1506,CLIVET SPA,VIA CAMP LONC 25,ITALY
1507,"STERLING JEWELERS, INC.",375 GHENT RD,UNITED STATES
1508,SAFETY MANAGEMENT ADVISORY SERVICES LIMITED,14 Fore Street Yealmpton,UNITED KINGDOM
1509,CLIVET AIR SRL,VIA DEL LAVORO 42,ITALY
1510,DIAMONDS DIRECT USA INC.,4521 SHARON RD STE 101,UNITED STATES
1511,SKYWORKS SOLUTIONS LIMITED,"GROUND FLOOR, RIVERSIDE HOUSE RIVERSIDE HOUSE, RIVERSIDE",UNITED KINGDOM
1512,TRUSTANDWEALTH SRL,VIA ANDEGARI 4,ITALY
1513,"BIOPLAN USA, INC.",1740 BROADWAY STE 14A,UNITED STATES
1514,GLOBAL AWARE INTERNATIONAL GROUP LIMITED,"12 Level The Shard, 32 London Bridge Street",UNITED KINGDOM
1515,EXPRESS 6000 SRL,VIA CHINI BATTISTA 60,ITALY
1516,"AMERICAN RESIDENTIAL SERVICES, L.L.C.",965 RIDGE LAKE BLVD STE 201,UNITED STATES
1517,ACCENTURE (UK) LIMITED,30 Fenchurch Street,UNITED KINGDOM
1518,MANE ITALIA SRL,VIA ADAMELLO 5/7,ITALY
1519,AMARR COMPANY,165 CARRIAGE CT,UNITED STATES
1520,ACCENTURE MARKETING SERVICES LTD,30 Fenchurch Street,UNITED KINGDOM
1521,ENERGYLIFE SRL,PIAZZA VICENZA 8,ITALY
1522,"BOX, INC.",900 JEFFERSON AVE,UNITED STATES
1523,ACCENTURE PLC,Plantation Place 30 Fenchurch Street,UNITED KINGDOM
1524,GESTIONE CONCESSIONI SPA,VIA GIULIO VINCENZO BONA 65,ITALY
1525,CHEVRON U.S.A. INC.,6001 BOLLINGER CANYON RD # D1248,UNITED STATES
1526,SPIRENT COMMUNICATIONS PLC,Origin One 108 High Street,UNITED KINGDOM
1527,GENERALI INVESTMENTS HOLDING SPA,VIA NICCOLO' MACHIAVELLI 4,ITALY
1528,CHEVRON ENERGY TECHNOLOGY COMPANY,100 CHEVRON WAY,UNITED STATES
1529,INCLEX NO 3 LIMITED,Origin One 108 High Street,UNITED KINGDOM
1530,GENERALI INVESTMENTS PARTNERS SPA SOCIETA' DI GESTIONE DEL RISPARMIO,VIA NICCOLO' MACHIAVELLI 4,ITALY
1531,AMERICAN PAPER & TWINE COMPANY,7400 COCKRILL BEND BLVD,UNITED STATES
1532,INCLEX NO 7 LIMITED,15 Enterprise Way Aviation Park Hurn,UNITED KINGDOM
1533,GHELLA INVESTMENTS & PARTNERSHIPS SPA,VIA PIETRO BORSIERI 2/A,ITALY
1534,"5.11, INC.",1360 REYNOLDS AVE STE 101,UNITED STATES
1535,TIKTOK INFORMATION TECHNOLOGIES UK LIMITED,"KALEIDOSCOPE, 4 LINDSEY STREET",UNITED KINGDOM
1536,ROTHENBERGER ITALIANA SRL,VIA GUGLIELMO REISS ROMOLI 17,ITALY
1537,"SPECIATE AI, LLC",435 N MICHIGAN AVE,UNITED STATES
1538,INFECTIOUS MEDIA LIMITED,"4-7 Fulwood Place, High Holborn",UNITED KINGDOM
1539,ENEL X INTERNATIONAL SRL,VIALE DI TOR DI QUINTO 45/47,ITALY
1540,AVANADE INTERNATIONAL CORPORATION,1191 2ND AVE STE 100,UNITED STATES
1541,KEPLER GROUP EMEA LIMITED,7 Henrietta Street C/O Redfern Legal Llp,UNITED KINGDOM
1542,ENEL X SRL,VIALE DI TOR DI QUINTO 45/47,ITALY
1543,"GE ENERGY PARTS, INC.",4200 WILDWOOD PKWY,UNITED STATES
1544,THE INNOVATION GROUP (EMEA) LIMITED,"Yarmouth House 1300 Parkway Solent Business Park, Whiteley",UNITED KINGDOM
1545,TOYOTA MATERIAL HANDLING ITALIA SRL,VIA DEL LAVORO 93/1,ITALY
1546,"ESL GAMING AMERICA, INC.",1212 CHESTNUT ST,UNITED STATES
1547,"NICHINO EUROPE CO., LTD.","Unit 5 Pioneer Court, Chivers Way, Histon",UNITED KINGDOM
1548,INTERPOLIMERI SPA,VIA G.NEGRI 11,ITALY
1549,INFOSTRETCH CORPORATION,3200 PATRICK HENRY DR STE 250,UNITED STATES
1550,BARCLAYS PRIVATE CLIENTS INTERNATIONAL LTD,"Barclays House Victoria Street, Douglas",UNITED KINGDOM
1551,HUMANITAS SPA,VIA ALESSANDRO MANZONI 113,ITALY
1552,"LHCG LI, LLC",1806 44TH ST,UNITED STATES
1553,VELOCIX SOLUTIONS LIMITED,"Cambridge Innovation Park, F3 Blenheim House Denny End Road, Waterbeach",UNITED KINGDOM
1554,HUMANITAS MIRASOLE SPA,VIA ALESSANDRO MANZONI 56,ITALY
1555,"DDI-ASIA/PACIFIC INTERNATIONAL, LTD.",1225 WASHINGTON PIKE,UNITED STATES
1556,MAVENIR SYSTEMS LIMITED,"Reading International Business Park Part Spur AG, Basingstoke Road",UNITED KINGDOM
1557,LA FABBRICA SPA,VIA EMILIA PONENTE 2070,ITALY
1558,"MEMPHIS OPCO, LLC",6025 PRIMACY PKWY,UNITED STATES
1559,DIGITAL BARRIERS SERVICES LIMITED,39 ST VINCENT PLACE,UNITED KINGDOM
1560,REGGIO CHILDREN SRL,VIA BLIGNY 1/A,ITALY
1561,CYTEC CARBON FIBERS LLC,2085 E TECHNOLOGY CIR ST 102,UNITED STATES
1562,RIO TINTO INTERNATIONAL HOLDINGS LIMITED,St James's Square,UNITED KINGDOM
1563,C.W.F. CHILDREN WORLDWIDE FASHION ITALIA SRL,VIA ARCO 1,ITALY
1564,"EVITE, INC.",600 WILSHIRE BLVD STE 400,UNITED STATES
1565,INEOS SALES (UK) LIMITED,Hawkslease Chapel Lane,UNITED KINGDOM
1566,CLARINS ITALIA SPA,VIA GIUSEPPE DI VITTORIO 13,ITALY
1567,TRADESHIFT INC.,612 HOWARD ST STE 100,UNITED STATES
1568,INEOS GROUP HOLDINGS LIMITED,38 Hans Crescent,UNITED KINGDOM
1569,HDI GLOBAL SE,VIA FRANCO RUSSOLI 5,ITALY
1570,JOHN BROWN US LLC,ONE SOUTH STATION STE 3,UNITED STATES
1571,INEOS HYGIENICS LIMITED,School Aycliffe Lane,UNITED KINGDOM
1572,HDI ASSICURAZIONI SPA,PIAZZA GUGLIELMO MARCONI 25,ITALY
1573,RED LOBSTER SOURCING LLC,450 S ORANGE AVE STE 800,UNITED STATES
1574,INEOS EUROPEAN HOLDINGS LIMITED,Hawkslease Chapel Lane,UNITED KINGDOM
