founded,founders,headquarters,industry,key_people,name,number_of_employees,operating_income,revenue,services,total_assets,type,website
['2008'],[],"['Chennai', 'Tamil Nadu', 'India']",['Films'],[],Cloud Nine Movies Pvt. Ltd,[],[],[],[],[],"['Film production', 'Film distribution']",[]
['2009'],[],"['Mumbai', 'India']","['Film production', 'Film distribution']",[],DAR Motion Pictures,[],[],[],[],[],['Subsidiary'],"['www', '.darproductionhouse', '.com']"
['October 2013'],['Karnesh Ssharma'],"['Mumbai', 'Maharashtra', 'India']",['Entertainment'],[],Clean Slate Filmz,[],[],[],"['Film production, distribution']",[],['Private'],['https://cleanslatefilmz.com']
['February 2010'],['Anish Shah'],"['Ahmedabad', 'Gujarat']",['Entertainment'],[],CineMan Productions,[],[],[],"['Film production', 'Film distribution', 'Advertisement production']",[],['Private'],['CineMan Productions']
['August\xa01994'],['Leonid Mikhelson'],['Tarko-Sale'],['Oil and gas'],[],Novatek PJSC,"['5,997 ', '[2]']","['$3.79\xa0billion', '[1]', '\xa0(2021)']","['$15.7\xa0billion', '\xa0(2021)']",[],"['$33.4\xa0billion', '[1]', '\xa0(2021)']","['Public', 'ПАО']","['www', '.novatek', '.ru', '/en', '/']"
['1992'],[],"['Geneva', 'Switzerland']",['Oil and gas'],[],ARETI International Group,[],[],[],['Gas Pipeline Transport'],[],['Private'],"['www', '.aretigroup', '.com']"
['1993'],[],['Moscow'],['Petroleum'],[],PJSC Rosneft,"['334,600 (2019)\xa0']","['$20.4\xa0billion', '[1]', '\xa0(2021)']","['$119\xa0billion', '\xa0(2021)']",[],"['$223\xa0billion', '[1]', '\xa0(2021)']","['Public', 'PJSC']","['rosneft', '.com']"
['1946'],[],"['Ufa', 'Russia']",['Oil and gas industry'],[],Bashneft OAO,"['8,150']","['$1.55\xa0billion', '[1]', '\xa0(2021)']","['$11.6\xa0billion', '\xa0(2021)']",[],"['$12.4\xa0billion', '[1]', '\xa0(2021)']","['Public', 'OAO']","['www', '.bashneft', '.com']"
['25\xa0November 1991'],['Vagit Alekperov'],['Moscow'],['Oil and gas'],[],PJSC Lukoil,"['101,000 (2019)\xa0']","['$13.3\xa0billion', '[1]', '\xa0(2021)']","['$128\xa0billion', '\xa0(2021)']",[],"['$93.2\xa0billion', '[1]', '\xa0(2021)']","['Public', 'ПAO']",['lukoil.com']
['1976'],[],"['Warsaw', 'Poland']",['Oil and gas'],[],Polskie Górnictwo Naftowe i Gazownictwo SA,"['24,763 (2018)\xa0']","[' US$ 430 million ', '(June 2019)']",[' US$ 5.809 billion '],[],"[' US$ 13.807 billion ', '(June 2019)']",['Spółka Akcyjna'],['www.pgnig.pl']
[],[],[],[],[],Rompetrol,[],[],[],[],[],[],['Rompetrol.kmginternational.com']
['1991'],[],"['PetromCity', 'Bucharest', 'Romania']",['Oil and gas industry'],[],OMV Petrom S.A.,"[' 17,799 (2014)']",[],[' 21.5 billion RON (€8.9 billion) (2014)'],[],['43.1 billion RON (€9.7 billion) (2014)'],['Societate pe Acțiuni'],"['www', '.omvpetrom', '.com']"
"['April\xa022,\xa01999']",[],['Lisbon'],['Petroleum industry'],[],"Galp Energia, SGPS, S.A.","['6,389 ', '(2021)', '[1]']","['€1.063 million ', '(2017)', ' ', '[1]']",['€'],['Fuel stations'],"['€12.358 billion ', '(end 2017)', '[1]']",['Sociedade Anónima'],"['www', '.galp', '.com']"
['Płock'],[],"['Płock', 'Poland']",['Petroleum'],[],PKN Orlen S.A.,"['20,262 (2017)', '[2]']","[' ', 'PLN', ' 8.657 ', 'billion', ' (2019)']","['PLN', 'billion']",[],"[' ', 'PLN', ' 60.664 ', 'billion', ' (2017)']",['Spółka Akcyjna'],"['orlen', '.pl']"
[],[],"['Bergen', 'Norway']",['Oil and gas'],[],Rocksource ASA,['40 (Dec 2007)'],[],['NOK'],[],[],"['Public', 'OSE', 'RGT']",[]
['2003'],[],['Gdańsk'],['Oil and gas'],[],Grupa Lotos S.A.,"['7,547']",[],"['7,003,000,000 euro (2018)\xa0']",[],"['€', '16.3 billion']",['Spółka Akcyjna'],"['www', '.lotos', '.pl']"
['1945'],['A. V. Meiyappan'],"['Vadapalani, Chennai']","['Film', 'television']",[],AVM Productions,[],[],[],[],"['US$', '907 million']",['Limited'],"['www', '.avm', '.in']"
['2005'],['Anurag Kashyap'],"['Mumbai', 'India']",['Motion picture'],[],Anurag Kashyap Films,[],[],[],[],[],['Private'],[]
"['1976', '1951']","['Akkineni Nageswara Rao', 'D. Madhusudhana Rao', 'Akkineni Nageswara Rao']","['Hyderabad', 'Madras']","['Entertainment', 'Entertainment']",[],Annapurna Studios Pvt Ltd,[],[],[],['Post-production services'],[],"['Private', 'Private']","['Annapurna Studios', 'AISFM']"
['2000'],"['Veeru Devgan', 'Ajay Devgn']","['Mumbai', 'Maharashtra', 'India']",['Entertainment'],[],Ajay Devgn FFilms,[],[],[],"['Film production', 'Film distribution']",[],['Private Limited company'],"['ajaydevgnffilms', '.com']"
['2005'],['local industry leaders'],"['Oslo', 'Norway']",['Oil and gas'],[],Norwegian Energy Company ASA,[],"[' NOK 823.5 million ', '(2008)', '[2]']",['NOK'],[],[],['ASA'],['Homepage']
['2005'],[],"['Oslo', 'Norway']",['Petroleum'],[],InterOil Exploration and Production ASA,['178 (2007)'],[],[' US$41.2 million (2006)'],[],[],"['Public', 'OSE', 'IOX']",['www.interoil.no']
['14\xa0June 1972'],[],"['Stavanger', 'Norway']",['Petroleum industry'],[],Equinor ASA,"['21,126 (2021)', '[2]']","[' US$33.66 billion (2021)', '[2]']","[' ', 'US$', '90.92 billion', ' (2021)', '[2]']",[],"[' US$147.12 billion (2021)', '[2]']","['State-owned', 'Allmennaksjeselskap']","['www', '.equinor', '.com']"
['2001'],['Jeetendra Kapoor'],"['Mumbai', 'India']",['Entertainment'],[],Balaji Motion Pictures,[],[],[],[],[],['Private'],"['balajitelefilms', '.com']"
['1971'],[],"['Oslo', 'Norway']",['Petroleum'],[],DNO ASA,"['911 ', '(end 2017)', '[1]']","['US$521.1 million ', '(2017)', '[1]']",['US$347.4 million '],[],"['US$1.415 billion ', '(end 2017)', '[1]']",['Allmennaksjeselskap'],['www.dno.no']
['2005'],['Bayerngas GmbH and partners'],"['Oslo', 'Norway']",['Petroleum'],[],Bayerngas Norge,[],[],[],[],[],['Private'],[]
['2001\xa0'],[],['Fornebu'],['Oil and gas'],[],Aker BP ASA,"['2,400']",[],"['US$ 2,979 million ']",[],[],['Allmennaksjeselskap'],"['www', '.akerbp', '.com', '/en', '/']"
[],['Baltasar Kormákur'],"['Reykjavík', 'Iceland']",['Film'],[],RVK Studios,[],[],[],[],[],[],[]
['1943'],[],"['Athens, Greece']",['Film'],[],Finos Film,[],[],[],[],[],['Film Production'],['www.finosfilm.gr']
"[' ', ' 2002 ']",[],"['Berlin, Germany', 'Paris, France']","['Motion Pictures', 'Television']",[],Wild Bunch AG,[],[],[],[],[],['Aktiengesellschaft'],"['wildbunch', '.eu']"
['Berlin'],[],"['Babelsberg', 'Potsdam', 'Brandenburg']",['Motion picture'],[],UFA,[],[],[],[],[],['GmbH'],['ufa.de']
"['1912', 'Germany']",[],['Germany'],[],[],Babelsberg Film Studio,['92 (2017)\xa0'],[],[],[],[],"['Incentive', 'GmbH']",[]
['1994'],[],['Chişinău'],"['Oil', 'natural gas']",[],Ascom Group,['500'],[],['US$ 500 million (2007)'],[],[],['Joint stock'],['Official site']
['1962'],['Angelo Moratti'],"['Milan ', 'Italy']",['Energy'],[],Saras S.p.A.,"['1,946', '[2]']","[' €145 million (2018)', '[2]']",[' €10.397 billion (2018)'],[],"[' €2.960 billion (2018)', '[2]']",['Società per azioni'],"['www', '.saras', '.it']"
"['June\xa02,\xa01938']",[],"['Genoa', 'Italy']",['Renewable energy'],[],ERG S.p.A.,"['754', '[2]', '\xa0(2019)']",[],"[' €1,022 billion', '\xa0(2019)']",[],"[' €3,2 billion', '[2]', '\xa0(2019)']",['Public'],"['www', '.erg', '.eu']"
['1884'],[],"['Milan', 'Italy']",['Energy industry'],[],Edison S.p.A.,"['5,372 (2018)']","['€793 million (2018)', '[1]']",['€9.159 billion (2018)'],[],"['€6.557 million (2018)', '[1]']",['Public'],"['www', '.edison', '.it']"
['1933'],['Ferdinando Peretti'],"['Rome', 'Italy']","['Energy', 'Oil']",[],api Anonima Petroli Italiana SpA,"['1500 ', '(2018)']",[],['€6.8 billion '],[],[],['Società per Azioni'],['http://www.apioil.com']
['1920'],[],"['Dublin', 'Republic of Ireland', 'Mallusk', 'County Antrim', 'Northern Ireland']",['Oil'],[],The Maxol Group,[],[],[],[],[],['Private'],"['maxol', '.ie']"
['1957'],[],['Budapest'],"['Oil and gas', 'Retail', 'Mobility']",[],MOL Plc.,"['25,000 (2021)']",[' US$ 2.020 billion (2021)'],[' US$ 19.612 billion (2021)'],"['Bicycle sharing', 'Carsharing', 'Fuel stations', 'Fleet management']",[' US$ 19.94 billion (2021)'],['Public'],"[' ', ' ']"
['1958 as '],[],"['Athens', 'Greece']",['Energy industry'],[],Hellenic Petroleum S.A.,"['3,500\xa0(', '2020', '[8]', ')']","[' €400.29\xa0million\xa0(', '2021', '[3]', ')']",['billion'],"['Fuel Stations', 'planes', 'Ships']","[' €7.779\xa0billion\xa0(', '2021', '[5]', ')']",['Public '],['Official website']
[],[],['East Berlin'],[],[],Deutsche Film-Aktiengesellschaft,[],[],[],[],[],[],[]
"['Frankfurt', 'West Germany']",['Preben Philipsen'],['Munich'],['Film production'],[],Constantin Film,['829 (December 2017)'],[],['€267 million (2017)'],[],[],['Subsidiary'],"['constantin-film', '.de']"
"['As Münchener Lichtspielkunst AG (1919', ')', 'as Bavaria Film AG (21\xa0September\xa01932', ')']","['Peter Ostermayr', 'Wilhelm Kraus']","['Grünwald', 'Munich']",['Film industry'],[],Bavaria Film,['242 (2011)'],[],[],[],[],['GmbH'],['www.bavaria-film.de']
['1988'],[],"['Paris', 'France']","['Filmmaking', 'Film distribution']",[],StudioCanal S.A.S.,[],[],[],[],[],['Subsidiary'],"['www', '.studiocanal', '.com']"
['28\xa0September 1896'],[],['France\xa0'],['Entertainment'],[],Pathé,"['4,210 ', '(2017)', '[1]']",[],[' €903 million '],[],[],[],['Pathe.com']
['23\xa0June 1895'],['Léon Gaumont'],['Neuilly-sur-Seine'],['Motion pictures'],[],Gaumont SA,"['173 ', '(2011)', '[1]']",[],[' € 169.1 million '],[],"[' € 451.5 million ', '(2011)', '[1]']",['Public'],"['gaumont.fr', 'gaumont.net']"
['1995'],[],"['Paris', 'France']",['Film'],[],Les Films du Poisson,[],[],[],[],[],['Private'],['filmsdupoisson.com']
"['April\xa021, 2008']",[],"['Paris', 'France']",['Film'],[],Disneynature,[],[],[],[],[],['Division'],['nature.disney.com']
"['1894 (Wintershall), 1899 (DEA, as Deutsche Tiefbohr-Actiengesellschaft, DTA)']","['Carl Julius Winter, Heinrich Grimberg (Wintershall), Rudolf Nöllenburg (first Managing Director of DTA)']","['Kassel', 'Hamburg']",['Gas and oil (exploration and production)'],[],Wintershall Dea,"['2,847', '[2]', '\xa0(2019)']",['€2.8 billion\xa0(2019)'],"['€5.9 billion', '\xa0(2019)']",[],[],['GmbH'],['wintershalldea.com']
['2008'],[],['Cannes'],['Film'],[],Adastra Films,[],[],[],[],[],[],"['www', '.adastra-films', '.com']"
['1975'],['Hubert Perrodo'],"['London', 'Paris']",['Petroleum industry'],[],Perenco,"['6,000']",[],[],[],[],['Independent'],['perenco.com']
['22\xa0July 2008'],[],"['La Défense', 'France']",['Electric utility'],[],Engie SA,"['171,100 (2019)']","[' €5.7\xa0billion (2019)', '[1]']",['€'],[],"[' €159.8\xa0billion (2019)', '[1]']",['Société Anonyme'],"['engie', '.com', '/en']"
['1948'],[],"['Espoo', 'Finland']",['Oil and gas industry'],[],Neste Oyj,"['4,872 ', '(2021)']","[' €2.023 billion ', '(2021)']",[' €15.148 billion '],[],"[' €12.417 billion ', '(2021)']",['Julkinen osakeyhtiö'],['www.neste.com']
['1998'],[],"['Tórshavn', 'Faroe Islands']",['Petroleum'],[],Atlantic Petroleum P/F,"['around 30 ', '(end 2013)', '[1]']","['DKK 147.3 million ', '(2010)', '[1]']",['DKK'],[],"['DKK 671.8 million ', '(end 2010)', '[1]']",['Partafelag'],['www.petroleum.fo']
"['14\xa0March 2006', ' (as DONG Energy)']",[],"['Fredericia', 'Denmark']",['Electricity generation'],[],Ørsted A/S,"[' 6,836 (end 2021)', '[2]']","[' 16.2 billion kr. (2021)', '[2]']",['kr.'],[],"[' 270.4 billion kr. (2021)', '[2]']",['Aktieselskab'],"['orsted', '.com']"
"['(1913), modern company 2002']",[],"['Hodonín', 'Czech Republic']",['petroleum'],[],Moravské naftové doly MND,['746 (2020)'],"['283,000,000 Czech koruna (2020)\xa0']",[' US$ 250 million (2006)'],[],"['18,747,000,000 Czech koruna (2020)\xa0']",['Private'],"['www', '.mnd', '.cz']"
['1 January 1964'],[],"['Zagreb', 'Croatia']",['Oil and gas'],[],"INA-Industrija nafte, d.d.","['INA Group: 9,751 (31 Dec 2021)', 'INA d.d.: 3,222 (31 Dec 2021)', '[2]']","[' 1.587 billion HRK |', ' $249 million (2021)', '[2]']","[' 23.366 billion HRK |', ' $3,672 billion (2021)']",[],"[' 21,990 billion HRK |', ' $3,456 billion (2021)', '[2]']",['Public'],"['www', '.ina', '.hr']"
"['December\xa02, 1957']","[""Charles H. O'Reilly""]","['Springfield, Missouri']",['Retail'],[],"O’Reilly Automotive, Inc.","['83,633 (2021)']",[' US$2.917billion (2021)'],[' US$13.327 billion (2021)'],[],[' US$ 11.718 billion (2021)'],['Public'],"['www', '.oreillyauto', '.com']"
['1960'],['John Menard Jr.'],"['Eau Claire', 'Wisconsin']","['Retail', 'home improvement']",[],Menards,"['45,000\xa0(2020)']",[],['US$'],[],[],['Private company'],[' ']
['1963'],['Les Wexner'],"['Columbus', 'Ohio']",['Retailing'],[],"Bath & Body Works, Inc.","['59,950 (2019)', '[3]']","[' US$1.58 billion (2021)', '[1]']",['US$'],[],"[' ', ' US$11.57 billion (2021)', '[1]', ' ']",['Public'],"['www', '.bbwinc', '.com']"
['1980'],"['Alain Bouchard', ""Jacques D'Amours"", 'Richard Fortin']","['Laval', 'Quebec']",['Retail'],[],Alimentation Couche-Tard Inc.,"['around 105,000 (2018)', '[1]']",[],['$'],[],[],['Public'],"['www.couche-tard.com', 'corpo.couche-tard.com']"
['1904'],[],"['Helsinki', 'Finland']","['Retail', 'Horeca']",[],S Group,"['37,283 ', '(2018)', '[1]']",[],['billion'],[],[],['Cooperative'],['www.s-kanava.fi']
['1960'],[],"['Santiago', 'Chile']",['Retail'],[],Centros Comerciales Sudamericanos S.A.,"['126,530']",[],['US$'],[],[],['Anonymous Society'],['www.cencosud.com']
"['Pacifica, California']","['Morris Ross', 'Bill Isackson']","['Dublin, California']",['Retail'],[],"Ross Stores, Inc.","['88,100 (2019)']",[' US$1.61 billion (2015)'],"[' ', ' (2018)']",[],[' US$4.87 billion (2015)'],['Public company'],"['www', '.rossstores', '.com']"
"['Leeds', 'United Kingdom']","['Michael Marks', 'Thomas Spencer']",['London'],['Retail'],[],Marks & Spencer Group plc,"['78,000 (2022)', '[2]']","[' ', '£', '522.9 million (2022)', '[1]']",['£'],[],[],['Public limited company'],[' ']
['1956'],[],"['Vienna, Austria']","['Oil, gas, petrochemistry and recycling']",[],OMV Aktiengesellschaft,"['22,434 (2021)']",['€5.065 billion (2021)'],"['€36 billion', ' (2021)']",['Fuel stations'],['€53.80 billion (2021)'],['Aktiengesellschaft'],['OMV.com']
['6\xa0November 1906'],['Ole Olsen'],"['Valby', 'Copenhagen', 'Denmark']",['Entertainment'],[],Nordisk Film A/S,[],"[' ', '€', '28 million  ', '(2018)', '[1]']",['€'],[],[],['Subsidiary'],"['nordiskfilm', '.com']"
['Copenhagen'],['Henrik Friis de Magalhães e Meneses'],"['Copenhagen', 'Denmark']",['Film production'],[],HF Productions,[],[],[],[],[],[],"['www', '.hf-productions', '.net']"
['1931'],[],"['Prague', 'Czech Republic']",['Motion pictures'],[],Barrandov Studios,['147 (2019)\xa0'],"['112,232,000 Czech koruna (2019)\xa0']","['548,981,000 Czech koruna (2019)\xa0']",[],"['1,129,199,000 Czech koruna (2019)\xa0']",['Subsidiary of Moravia Steel'],"['barrandov', '.cz']"
['1932'],[],"['Sofia', 'Bulgaria']",['Oil'],[],Petrol AD,[],[],"[' ', '3.12 billion (2008)']",[],[],['Joint Stock Company'],[]
"['October\xa015, 1935']",[],"['Vienna', 'Austria']",['Energy storage'],[],RAG Austria AG,"['196 (2020)', '[1]']",[],['€509.4\xa0million\xa0(2018)'],[],[],['Public'],['www.rag-austria.at']
['1992'],"['Lars von Trier', 'Peter Aalbæk Jensen']","['Hvidovre', 'Denmark']",['Motion Picture'],[],Zentropa,[],[],[],[],[],[],"['zentropa', '.dk']"
['1942'],['John Olsen'],['Denmark'],['Film production'],[],Saga Film A/S,[],[],[],[],[],[],[]
['7\xa0August 2014'],[],['London'],['Consumer electronics'],[],Currys plc,"['35,000 ', '(2022)', '[1]']","[' £147 million ', '(2021)', '[2]']",['£'],[],[],['Public limited company'],"['www', '.currysplc', '.com']"
['1981'],[],"['Vung Tau', 'Vietnam']",['Petroleum industry'],[],Vietsovpetro,[],[],['Over US$1.68bn (2021)'],[],[],['Joint venture'],"['www', '.vietsov', '.com', '.vn']"
['3\xa0May\xa01992'],[],"['Tashkent', 'Uzbekistan']","['oil and gas exploration', 'extraction']",[],Uzbekneftegaz,"['121,000 (2014)']",[],[' US$3\xa0billion (2014)'],[],[],['State owned'],['http://www.ung.uz']
['1993'],[],"['Dubai', 'UAE']",[],[],Emirates National Oil Company (ENOC),"['9000+', '[1]']",[],[],[],[],['Government-owned corporation'],"['www', '.enoc', '.com']"
['1971 (restructured in 1988)'],[],['Abu Dhabi'],['Oil and gas'],[],Abu Dhabi National Oil Company,"['65,000 (2015)', '[1]']",[],['US$60\xa0billion (2014)\xa0'],[],[],['Government owned corporation'],"['www', '.adnoc', '.ae']"
"['Verdun, Quebec']",['Rolland Jeanneau'],"['Montreal', 'Quebec']",['Supermarket'],[],Metro Inc.,"['90,000 (2020)', '[2]']","[' ', 'CA$', '1,683.6 million', ' (2020)', '[2]']","[' ', ' (2019)', ' ', ' (2018)']",[],"[' ', 'CA$', '13,423.9 million', ' (2020)', '[2]']",['Public'],"['metro.ca', 'corpo.metro.ca']"
['1967'],[],"['Casalecchio di Reno', 'Italy']",['Wholesale distribution'],[],Coop Italia,"['56,682 ', '(2010)']",[],['€12.898 billion '],[],[],['Cooperative'],['e-coop.it']
['1977'],[],['Hanoi'],['Oil and Gas'],[],PetroVietnam,[],['$5.4 billion (2012)'],['$37 billion (2012)'],[],[],['State-owned enterprise'],"['www', '.pvn', '.vn', '/sites', '/en', '/Pages', '/default', '.aspx']"
"['Montreal', 'Quebec', 'Canada']",['Albert-Louis Van Houtte'],"['Montreal', 'Quebec', 'Canada']","['Restaurants', 'Coffee', 'Retail Beverages', 'Entertainment']",[],Van Houtte,[],[],[],['Coffee'],[],['Private'],['Company website']
['1979'],[],['Seoul'],['Retail'],[],"Lotte Shopping Co., Ltd.",[],[],[],[],[],['Public'],['www.lotteshoppingir.com']
"['Tenom District', 'Sabah', 'Malaysia']",['Mr. Yong Loong Vun'],['Tenom'],['Coffee'],[],Yit Foh Coffee Factory Sdn Bhd,[],[],[],[],[],['Private Limited Company'],"['www', '.yitfohcoffee', '.com']"
['2003'],[],"['Beijing', 'Hong Kong', 'China']","['Chinese cinema', 'Hong Kong Cinema']",[],Xstream Pictures,[],[],[],[],[],['Production company'],[]
['2011'],[],"['Beijing', 'China']",['Film'],[],Wanda Media,[],[],[],[],[],[],['http://www.wandamedia.cn']
['1925'],"['Runje Shaw', 'Runde Shaw', 'Runme Shaw', 'Run Run Shaw']","['Shanghai', 'China']",['Film'],[],Tianyi Film Company,[],[],[],[],[],[],[]
"['March 23, 2005']",['Tsui Siu-Ming'],"['Tsuen Wan', 'Hong Kong']",['film'],[],Sundream Motion Pictures Ltd.,[],[],[],[],[],['Subsidiary'],['http://www.sundream-pictures.com']
['1953'],[],['Zagreb'],"['Animation', 'Film production']",[],Zagreb Film,[],[],[],[],[],['Private company limited by shares'],"['zagrebfilm', '.hr']"
['27\xa0December 1958'],[],"['Hong Kong', 'Macau']",['Film production'],[],Shaw Brothers (HK) Ltd.,[],[],[],[],[],['Public company'],[]
['Hong Kong'],['Charles Heung'],"['Hong Kong', 'Hong Kong']",['Cinema of Hong Kong'],[],"Win's Entertainment (Hong Kong) Co., Ltd.",[],[],[],[],[],['Private'],[]
['1946'],['Wu Xingzai'],"['Shanghai', 'China']",['Film'],[],Wenhua Film Company,[],[],[],[],[],[],[]
"['Shanghai', 'China']",[],"['Shanghai', 'China']",['Entertainment'],[],Shanghai Animation Film Studio,[],[],[],[],[],['State-owned enterprise'],"['www', '.ani-sh', '.com']"
"['29\xa0December 1978', ' (as Petroleum Authority of Thailand)']",[],"['Chatuchak', 'Bangkok']",['Oil and gas industry'],[],PTT Public Company Limited,"['4,616 (PTT)', '24,680 (subsidiaries)']",[],['THB'],[],"[' THB2,232,331 million ', '(2016)']",['Public'],[' ']
['1998'],['Çalık Holding'],"['Istanbul', 'Turkey']",['Energy'],[],Çalık Enerji,[],[],[],[],[],['Private'],"['www', '.calikenerji', '.com', '.tr', '/eng', '/']"
['1954'],[],"['Ankara', 'Turkey']",['Oil and gas industry'],[],Türkiye Petrolleri Anonim Ortaklığı (TPAO),"['4,800 (2013)']",[],[' US$ 29.5 billion (2012)'],[],['US$ 22.5 billion (2012)'],['Public'],"['www', '.tpao', '.gov', '.tr']"
['2001'],[],"['Shanghai', 'China']","['film production', 'animations', 'dubbing']",[],Shanghai Film Group Corporation,[],[],[],[],[],[],['http://www.sfs-cn.com/']
